 ,Label,Area,Mean,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
5556,processed,935.771,64905.005,1422.021,37.480,1422.021,37.478,154.371,45.610,26.123,101.818,0.493,1.746,0.573,0.789
5557,processed,2517.949,64781.788,558.085,59.739,558.089,59.727,256.522,87.674,36.567,84.685,0.481,2.398,0.417,0.801
5558,processed,18.669,64930.125,1396.809,17.377,1396.809,17.377,13.857,5.404,4.399,45.000,1.000,1.229,0.814,0.941
5559,processed,688.410,64878.817,290.254,31.404,290.255,31.404,106.689,30.643,28.604,58.931,0.760,1.071,0.933,0.878
5560,processed,7.001,64959.333,1258.497,18.586,1258.497,18.586,8.641,3.612,2.468,135.000,1.000,1.464,0.683,0.857
5561,processed,88.677,64916.421,1333.725,21.789,1333.725,21.788,37.250,11.920,9.472,36.782,0.803,1.258,0.795,0.826
5562,processed,37.338,64957.750,215.584,22.437,215.584,22.437,24.659,7.505,6.335,155.182,0.772,1.185,0.844,0.762
5563,processed,25.670,64938.909,1316.870,21.456,1316.870,21.456,21.604,6.605,4.948,29.285,0.691,1.335,0.749,0.710
5564,processed,44.338,64947.211,68.943,23.517,68.944,23.517,25.554,9.965,5.665,38.162,0.853,1.759,0.569,0.809
5565,processed,478.387,64921.332,205.449,35.154,205.448,35.153,120.546,30.440,20.010,157.214,0.414,1.521,0.657,0.730
5566,processed,865.764,64874.960,118.649,38.448,118.647,38.447,114.065,38.944,28.306,42.864,0.836,1.376,0.727,0.914
5567,processed,247.361,64821.226,1530.493,37.268,1530.495,37.268,63.853,21.563,14.606,98.942,0.762,1.476,0.677,0.891
5568,processed,256.695,64725.464,1504.502,36.288,1504.499,36.290,59.903,20.471,15.966,156.353,0.899,1.282,0.780,0.921
5569,processed,200.689,64937.372,1330.336,42.897,1330.335,42.897,93.203,26.286,9.721,158.463,0.290,2.704,0.370,0.550
5570,processed,641.739,64898.047,1383.318,54.891,1383.318,54.889,142.674,30.875,26.465,94.250,0.396,1.167,0.857,0.685
5571,processed,238.027,64912.471,42.249,38.115,42.247,38.115,75.920,30.263,10.014,171.817,0.519,3.022,0.331,0.776
5572,processed,1526.171,64826.859,512.647,54.725,512.647,54.726,145.359,44.912,43.266,146.717,0.908,1.038,0.963,0.946
5573,processed,1033.782,64868.822,1119.044,50.616,1119.045,50.618,131.502,38.078,34.567,157.990,0.751,1.102,0.908,0.903
5574,processed,833.093,64890.261,1203.661,49.921,1203.659,49.919,125.762,34.408,30.828,64.479,0.662,1.116,0.896,0.884
5575,processed,1192.467,64880.924,1483.739,61.545,1483.737,61.545,241.093,54.155,28.036,112.761,0.258,1.932,0.518,0.657
5576,processed,1281.144,64805.106,677.757,54.294,677.758,54.296,133.138,42.293,38.569,140.051,0.908,1.097,0.912,0.937
5577,processed,1029.115,64821.086,1034.534,51.837,1034.533,51.836,121.965,36.998,35.416,146.882,0.869,1.045,0.957,0.931
5578,processed,1453.830,64842.165,950.879,55.719,950.879,55.717,154.524,48.109,38.477,149.127,0.765,1.250,0.800,0.884
5579,processed,1192.467,64796.151,599.533,55.294,599.532,55.295,129.341,40.857,37.162,14.597,0.896,1.099,0.910,0.952
5580,processed,665.075,64915.088,253.050,54.659,253.049,54.658,113.170,29.664,28.546,15.804,0.653,1.039,0.962,0.791
5581,processed,1155.129,64837.444,773.105,57.236,773.104,57.237,128.446,39.235,37.486,143.414,0.880,1.047,0.955,0.924
5582,processed,1003.446,64847.526,331.339,58.333,331.339,58.331,118.910,36.695,34.818,101.589,0.892,1.054,0.949,0.927
5583,processed,1194.801,64809.277,424.920,59.660,424.920,59.660,129.188,39.273,38.735,1.517,0.900,1.014,0.986,0.926
5584,processed,1073.454,64772.324,863.731,58.219,863.732,58.219,122.860,37.643,36.309,43.948,0.894,1.037,0.965,0.941
5585,processed,791.089,64875.307,161.280,56.033,161.283,56.034,113.324,36.938,27.269,170.658,0.774,1.355,0.738,0.886
5586,processed,408.379,64911.017,1298.587,52.956,1298.587,52.957,92.308,29.275,17.761,15.475,0.602,1.648,0.607,0.808
5587,processed,382.710,64923.628,74.313,62.204,74.314,62.202,102.739,28.412,17.150,42.548,0.456,1.657,0.604,0.676
5588,processed,1339.483,64801.213,1082.810,78.448,1082.809,78.448,136.193,42.462,40.165,153.602,0.907,1.057,0.946,0.947
5589,processed,1071.120,64866.906,1162.993,74.375,1162.992,74.369,129.712,38.316,35.593,53.010,0.800,1.076,0.929,0.918
5590,processed,1005.779,64878.893,1256.421,73.745,1256.419,73.743,122.490,38.962,32.868,0.503,0.842,1.185,0.844,0.907
5591,processed,1061.786,64878.989,1341.536,76.866,1341.536,76.867,140.143,37.667,35.891,141.661,0.679,1.050,0.953,0.861
5592,processed,1050.118,64801.156,376.641,76.187,376.637,76.188,121.441,36.853,36.280,109.486,0.895,1.016,0.984,0.932
5593,processed,1295.145,64848.465,467.068,79.957,467.070,79.960,138.353,42.379,38.912,118.894,0.850,1.089,0.918,0.920
5594,processed,1066.453,64820.228,995.757,75.189,995.755,75.189,125.391,39.409,34.456,8.878,0.852,1.144,0.874,0.926
5595,processed,919.436,64847.855,292.204,78.478,292.205,78.477,115.855,36.218,32.323,96.865,0.861,1.121,0.892,0.918
5596,processed,1197.134,64733.936,825.334,80.762,825.336,80.754,131.502,41.132,37.057,143.343,0.870,1.110,0.901,0.925
5597,processed,1085.122,64835.514,637.666,82.460,637.667,82.460,125.915,39.639,34.855,124.800,0.860,1.137,0.879,0.933
5598,processed,1040.783,64809.998,728.040,80.597,728.040,80.598,122.707,37.577,35.265,27.567,0.869,1.066,0.938,0.926
5599,processed,1325.482,64798.713,905.411,83.543,905.407,83.542,143.045,42.374,39.827,114.719,0.814,1.064,0.940,0.904
5600,processed,681.410,64895.442,1426.919,75.183,1426.917,75.183,132.243,44.534,19.482,7.510,0.490,2.286,0.437,0.756
5601,processed,917.103,64854.880,208.577,79.725,208.576,79.727,119.805,36.317,32.153,27.200,0.803,1.130,0.885,0.920
5602,processed,32.670,64943.143,1300.761,69.725,1300.760,69.724,20.338,7.794,5.337,161.063,0.993,1.460,0.685,0.848
5603,processed,7.001,64948.000,938.208,70.525,938.208,70.525,8.641,3.612,2.468,45.000,1.000,1.464,0.683,0.857
5604,processed,65.341,64948.500,1506.552,75.562,1506.552,75.562,35.614,14.585,5.704,89.526,0.647,2.557,0.391,0.848
5605,processed,620.736,64884.102,118.292,84.960,118.295,84.961,112.646,33.633,23.499,16.639,0.615,1.431,0.699,0.806
5606,processed,228.692,64927.347,38.486,84.969,38.486,84.968,64.223,24.719,11.780,105.533,0.697,2.098,0.477,0.863
5607,processed,1325.482,64829.204,1037.345,99.706,1037.345,99.708,146.254,44.017,38.341,94.368,0.779,1.148,0.871,0.906
5608,processed,21.002,64953.556,1525.319,81.218,1525.319,81.218,16.017,6.422,4.164,54.217,1.000,1.542,0.648,0.857
5609,processed,7.001,64962.000,21.641,81.218,21.641,81.218,8.641,3.612,2.468,45.000,1.000,1.464,0.683,0.857
5610,processed,4.667,64960.000,53.466,80.963,53.466,80.963,8.641,3.965,1.499,45.000,0.785,2.646,0.378,0.667
5611,processed,1199.468,64756.508,1127.653,101.024,1127.649,101.024,129.712,39.601,38.565,90.240,0.896,1.027,0.974,0.941
5612,processed,1432.827,64845.099,683.379,104.171,683.379,104.165,145.359,45.412,40.173,21.313,0.852,1.130,0.885,0.933
5613,processed,947.439,64866.793,1206.233,97.805,1206.237,97.805,130.453,36.153,33.367,3.749,0.700,1.084,0.923,0.885
5614,processed,1110.791,64832.000,513.460,102.334,513.459,102.337,132.397,38.845,36.409,40.543,0.796,1.067,0.937,0.904
5615,processed,7.001,64961.000,1289.558,83.764,1289.558,83.764,8.641,3.612,2.468,135.000,1.000,1.464,0.683,0.857
5616,processed,2.334,64966.000,1374.086,83.255,1374.086,83.255,4.321,1.724,1.724,0.000,1.000,1.000,1.000,1.000
5617,processed,63.007,64952.481,22.886,89.988,22.886,89.987,31.294,11.919,6.731,73.538,0.809,1.771,0.565,0.900
5618,processed,907.768,64881.116,251.496,105.827,251.496,105.828,144.093,37.112,31.144,37.003,0.549,1.192,0.839,0.787
5619,processed,809.757,64873.487,337.358,103.312,337.358,103.308,121.812,33.759,30.540,52.946,0.686,1.105,0.905,0.858
5620,processed,996.445,64845.225,596.707,103.021,596.709,103.017,121.441,36.353,34.900,24.873,0.849,1.042,0.960,0.923
5621,processed,1271.809,64811.512,775.955,105.093,775.954,105.090,133.662,41.223,39.282,144.836,0.895,1.049,0.953,0.941
5622,processed,609.068,64896.249,1299.233,99.895,1299.230,99.896,137.459,28.923,26.812,40.241,0.405,1.079,0.927,0.727
5623,processed,1033.782,64826.973,423.702,104.865,423.706,104.864,119.805,37.268,35.319,3.978,0.905,1.055,0.948,0.941
5624,processed,1122.459,64815.457,945.288,107.398,945.289,107.401,127.027,39.577,36.110,136.740,0.874,1.096,0.912,0.925
5625,processed,562.396,64909.112,161.797,107.532,161.796,107.534,114.436,32.555,21.996,65.941,0.540,1.480,0.676,0.735
5626,processed,11.668,64954.000,1431.219,91.198,1431.219,91.198,11.697,4.803,3.093,108.435,1.000,1.553,0.644,0.909
5627,processed,1108.458,64820.817,865.363,109.671,865.362,109.669,124.496,38.736,36.435,92.811,0.899,1.063,0.941,0.930
5628,processed,25.670,64964.455,1512.126,100.614,1512.126,100.614,24.659,8.096,4.037,176.001,0.530,2.005,0.499,0.611
5629,processed,501.723,64920.512,82.693,116.024,82.692,116.024,109.745,27.566,23.174,125.734,0.523,1.190,0.841,0.757
5630,processed,1115.458,64863.766,1342.872,121.154,1342.872,121.154,127.027,39.043,36.377,92.662,0.869,1.073,0.932,0.916
5631,processed,851.762,64883.940,1254.828,121.989,1254.830,121.990,115.855,34.598,31.345,57.119,0.797,1.104,0.906,0.870
5632,processed,1374.487,64804.248,378.475,125.374,378.473,125.373,137.983,42.823,40.867,31.622,0.907,1.048,0.954,0.949
5633,processed,1320.815,64829.724,993.649,125.637,993.643,125.635,156.531,45.534,36.933,152.758,0.677,1.233,0.811,0.869
5634,processed,1220.470,64802.562,294.722,127.202,294.719,127.197,130.083,41.742,37.228,45.163,0.906,1.121,0.892,0.937
5635,processed,1397.823,64822.279,1085.365,127.869,1085.362,127.871,146.100,43.304,41.099,16.226,0.823,1.054,0.949,0.915
5636,processed,1218.136,64845.435,469.307,128.545,469.308,128.545,141.038,42.222,36.733,109.823,0.770,1.149,0.870,0.921
5637,processed,1131.793,64802.268,1167.720,125.055,1167.720,125.055,130.236,38.803,37.137,23.255,0.839,1.045,0.957,0.924
5638,processed,690.744,64839.243,210.341,126.399,210.340,126.400,108.479,36.028,24.411,98.824,0.738,1.476,0.678,0.868
5639,processed,1269.476,64740.665,555.570,128.288,555.569,128.291,135.452,41.312,39.125,159.631,0.869,1.056,0.947,0.935
5640,processed,1458.497,64785.205,732.956,130.616,732.956,130.610,145.359,46.358,40.058,145.019,0.867,1.157,0.864,0.936
5641,processed,28.003,64949.833,1544.924,111.134,1544.924,111.134,20.338,7.860,4.536,30.147,0.851,1.733,0.577,0.774
5642,processed,1313.814,64783.542,820.757,129.335,820.757,129.334,136.717,42.420,39.434,174.643,0.883,1.076,0.930,0.938
5643,processed,1211.136,64779.823,637.177,130.870,637.179,130.870,130.607,41.219,37.412,137.628,0.892,1.102,0.908,0.946
5644,processed,25.670,64935.182,1536.568,117.140,1536.568,117.140,18.178,7.485,4.367,37.875,0.976,1.714,0.583,0.846
5645,processed,861.096,64845.317,122.434,134.527,122.432,134.527,114.219,34.258,32.003,179.159,0.829,1.070,0.934,0.899
5646,processed,1229.804,64816.266,907.596,136.669,907.596,136.668,135.822,41.857,37.409,164.159,0.838,1.119,0.894,0.925
5647,processed,448.050,64913.797,42.654,131.828,42.655,131.830,97.153,33.383,17.089,134.250,0.597,1.954,0.512,0.790
5648,processed,7.001,64961.000,169.819,123.482,169.819,123.482,8.641,3.612,2.468,135.000,1.000,1.464,0.683,0.857
5649,processed,14.002,64967.000,192.224,129.338,192.224,129.338,16.017,6.701,2.660,122.243,0.686,2.519,0.397,0.706
5650,processed,977.776,64786.988,1213.669,145.362,1213.668,145.365,121.071,39.244,31.723,105.403,0.838,1.237,0.808,0.910
5651,processed,2319.593,64813.561,1323.025,158.225,1323.028,158.227,261.584,86.852,34.005,149.833,0.426,2.554,0.392,0.763
5652,processed,1054.785,64902.942,1384.512,145.907,1384.515,145.905,141.038,39.635,33.884,27.014,0.666,1.170,0.855,0.814
5653,processed,1155.129,64770.624,421.619,149.300,421.622,149.292,125.915,39.241,37.480,32.270,0.916,1.047,0.955,0.951
5654,processed,1234.472,64781.242,1039.666,149.320,1039.667,149.316,132.026,41.349,38.012,156.645,0.890,1.088,0.919,0.943
5655,processed,114.346,64932.551,1515.125,137.999,1515.125,138.000,44.256,16.742,8.696,94.722,0.734,1.925,0.519,0.845
5656,processed,1141.128,64789.117,512.904,151.107,512.900,151.104,128.817,39.239,37.027,139.558,0.864,1.060,0.944,0.922
5657,processed,1304.479,64803.462,686.699,151.762,686.698,151.762,134.033,41.896,39.644,149.289,0.912,1.057,0.946,0.939
5658,processed,2604.292,64735.229,934.479,165.650,934.491,165.640,287.816,90.192,36.765,33.207,0.395,2.453,0.408,0.724
5659,processed,1199.468,64795.724,1129.047,151.593,1129.046,151.596,126.657,39.618,38.549,61.205,0.940,1.028,0.973,0.954
5660,processed,989.444,64821.224,253.915,152.476,253.911,152.476,122.707,37.168,33.895,179.945,0.826,1.097,0.912,0.898
5661,processed,1227.471,64839.985,336.661,153.144,336.657,153.142,133.138,40.663,38.434,157.030,0.870,1.058,0.945,0.933
5662,processed,1255.474,64809.351,777.185,152.912,777.185,152.913,133.138,41.133,38.862,173.965,0.890,1.058,0.945,0.936
5663,processed,1250.807,64805.203,598.385,154.924,598.383,154.926,132.397,42.222,37.719,140.358,0.897,1.119,0.893,0.942
5664,processed,1218.136,64727.862,863.445,153.162,863.448,153.162,130.607,40.583,38.217,170.364,0.897,1.062,0.942,0.950
5665,processed,1250.807,64817.437,81.334,159.011,81.336,159.010,132.921,41.613,38.271,26.810,0.890,1.087,0.920,0.948
5666,processed,525.059,64915.800,162.691,158.284,162.689,158.282,127.027,31.054,21.528,110.748,0.409,1.443,0.693,0.680
5667,processed,1330.149,64841.532,1256.974,171.135,1256.978,171.136,137.088,44.107,38.398,158.357,0.889,1.149,0.871,0.936
5668,processed,1449.162,64805.245,999.482,175.278,999.476,175.275,146.254,44.100,41.840,80.257,0.851,1.054,0.949,0.899
5669,processed,1232.138,64862.277,207.634,174.987,207.630,174.986,130.978,41.008,38.256,151.318,0.903,1.072,0.933,0.940
5670,processed,1302.146,64801.204,294.492,175.941,294.494,175.939,135.822,42.351,39.148,162.655,0.887,1.082,0.924,0.936
5671,processed,919.436,64862.053,1171.301,174.152,1171.302,174.148,141.255,37.771,30.994,9.076,0.579,1.219,0.821,0.844
5672,processed,826.093,64843.302,384.466,173.811,384.467,173.811,108.325,35.791,29.388,155.488,0.885,1.218,0.821,0.918
5673,processed,1194.801,64797.213,556.510,174.300,556.511,174.301,145.205,45.631,33.339,161.155,0.712,1.369,0.731,0.874
5674,processed,1442.162,64733.612,823.696,177.262,823.695,177.258,141.933,43.909,41.819,159.656,0.900,1.050,0.952,0.947
5675,processed,763.085,64904.165,1428.907,174.005,1428.907,174.006,155.112,32.462,29.930,163.732,0.399,1.085,0.922,0.774
5676,processed,2317.260,64767.808,488.407,186.789,488.404,186.788,255.998,88.394,33.378,156.672,0.444,2.648,0.378,0.741
5677,processed,954.440,64839.362,1093.379,175.584,1093.377,175.584,120.176,37.551,32.362,133.435,0.830,1.160,0.862,0.906
5678,processed,1061.786,64811.040,646.198,178.729,646.198,178.729,125.021,37.991,35.585,42.594,0.854,1.068,0.937,0.917
5679,processed,1178.465,64773.693,730.475,179.273,730.471,179.276,127.181,39.128,38.347,6.773,0.916,1.020,0.980,0.947
5680,processed,329.037,64935.128,30.211,179.473,30.211,179.473,104.529,28.796,14.549,77.192,0.378,1.979,0.505,0.660
5681,processed,751.418,64888.851,120.577,185.026,120.574,185.028,127.398,35.052,27.295,154.736,0.582,1.284,0.779,0.831
5682,processed,1047.784,64838.864,1302.292,191.851,1302.288,191.847,138.724,38.365,34.773,162.044,0.684,1.103,0.906,0.863
5683,processed,1337.150,64804.346,423.123,196.762,423.124,196.760,136.193,42.497,40.062,158.847,0.906,1.061,0.943,0.936
5684,processed,1423.493,64776.984,1044.981,197.488,1044.981,197.486,140.514,43.974,41.217,154.039,0.906,1.067,0.937,0.944
5685,processed,1330.149,64853.396,1214.719,196.922,1214.719,196.922,141.562,42.928,39.452,87.165,0.834,1.088,0.919,0.925
5686,processed,725.748,64873.283,1384.033,194.795,1384.032,194.793,108.850,33.859,27.291,93.883,0.770,1.241,0.806,0.889
5687,processed,1248.473,64777.589,688.677,200.984,688.678,200.986,132.397,41.095,38.681,167.152,0.895,1.062,0.941,0.943
5688,processed,4527.174,64643.369,857.050,225.319,857.049,225.309,400.986,77.957,73.940,76.185,0.354,1.054,0.948,0.755
5689,processed,1045.450,64750.618,1132.553,199.172,1132.553,199.175,123.231,37.115,35.865,28.892,0.865,1.035,0.966,0.928
5690,processed,1222.804,64787.240,250.738,199.954,250.740,199.951,134.557,41.907,37.152,14.630,0.849,1.128,0.887,0.925
5691,processed,1439.828,64718.661,778.293,202.453,778.292,202.450,139.402,43.725,41.927,132.219,0.931,1.043,0.959,0.960
5692,processed,907.768,64805.370,333.834,201.965,333.833,201.960,121.071,37.047,31.198,162.089,0.778,1.187,0.842,0.883
5693,processed,1222.804,64696.647,952.739,203.193,952.737,203.189,135.298,40.232,38.698,12.494,0.839,1.040,0.962,0.935
5694,processed,998.779,64861.542,163.233,205.599,163.230,205.598,125.391,36.920,34.444,42.999,0.798,1.072,0.933,0.903
5695,processed,1080.454,64873.162,73.304,206.863,73.303,206.861,125.762,38.434,35.793,133.377,0.858,1.074,0.931,0.918
5696,processed,1129.460,64789.021,601.677,204.845,601.678,204.846,125.021,40.369,35.623,163.254,0.908,1.133,0.882,0.949
5697,processed,1386.155,64774.069,377.973,218.865,377.973,218.862,137.088,42.574,41.455,9.827,0.927,1.027,0.974,0.951
5698,processed,870.431,64874.236,1341.633,218.098,1341.633,218.099,141.255,37.185,29.804,92.527,0.548,1.248,0.802,0.833
5699,processed,1187.800,64807.181,1422.417,215.458,1422.412,215.457,128.076,40.022,37.788,160.698,0.910,1.059,0.944,0.948
5700,processed,779.421,64897.144,1504.541,213.340,1504.540,213.339,132.614,33.602,29.534,121.396,0.557,1.138,0.879,0.789
5701,processed,1428.160,64803.828,554.281,223.366,554.282,223.363,141.933,44.133,41.202,44.945,0.891,1.071,0.934,0.944
5702,processed,963.775,64743.811,1086.843,219.748,1086.842,219.748,117.491,35.780,34.296,127.967,0.877,1.043,0.959,0.919
5703,processed,1047.784,64873.296,1172.754,220.923,1172.754,220.923,123.972,39.426,33.837,128.849,0.857,1.165,0.858,0.925
5704,processed,770.086,64910.164,27.006,222.976,27.005,222.976,115.331,37.246,26.325,70.054,0.728,1.415,0.707,0.853
5705,processed,1255.474,64712.251,913.395,226.481,913.393,226.477,144.464,41.146,38.850,109.417,0.756,1.059,0.944,0.907
5706,processed,1542.506,64690.103,1002.655,224.851,1002.655,224.850,143.723,45.250,43.403,151.565,0.938,1.043,0.959,0.963
5707,processed,847.095,64903.430,1262.511,221.973,1262.510,221.972,139.095,36.412,29.621,16.405,0.550,1.229,0.814,0.783
5708,processed,1295.145,64860.373,207.580,224.563,207.581,224.560,132.243,41.881,39.374,24.351,0.931,1.064,0.940,0.948
5709,processed,4069.789,64776.578,497.188,254.529,497.186,254.525,422.743,108.622,47.705,124.848,0.286,2.277,0.439,0.666
5710,processed,1337.150,64767.403,646.671,225.339,646.675,225.337,139.248,42.618,39.948,10.994,0.867,1.067,0.937,0.933
5711,processed,1208.802,64778.058,733.672,224.730,733.673,224.732,130.236,40.560,37.946,125.586,0.896,1.069,0.936,0.945
5712,processed,1103.790,64809.256,295.218,224.709,295.213,224.709,126.810,39.038,36.000,137.367,0.863,1.084,0.922,0.931
5713,processed,779.421,64862.359,115.980,232.128,115.977,232.126,116.596,32.360,30.667,123.726,0.720,1.055,0.948,0.892
5714,processed,828.426,64888.132,1388.760,238.865,1388.760,238.864,124.867,39.190,26.914,131.001,0.668,1.456,0.687,0.810
5715,processed,961.441,64845.833,1300.720,242.835,1300.717,242.835,125.238,35.884,34.114,27.152,0.770,1.052,0.951,0.880
5716,processed,1271.809,64826.176,418.942,244.851,418.941,244.848,133.662,41.333,39.178,139.634,0.895,1.055,0.948,0.940
5717,processed,1479.499,64650.544,958.520,248.670,958.510,248.691,144.093,44.362,42.463,84.166,0.895,1.045,0.957,0.947
5718,processed,1299.812,64826.521,1132.254,246.185,1132.251,246.181,137.612,42.190,39.226,85.198,0.863,1.076,0.930,0.944
5719,processed,1187.800,64774.821,693.504,248.294,693.507,248.294,129.712,39.502,38.285,133.558,0.887,1.032,0.969,0.934
5720,processed,1418.826,64776.275,1048.529,249.161,1048.528,249.159,146.624,44.469,40.624,154.230,0.829,1.095,0.914,0.918
5721,processed,1211.136,64813.927,1219.400,246.059,1219.397,246.057,133.291,40.879,37.723,176.980,0.857,1.084,0.923,0.940
5722,processed,1183.133,64805.777,247.556,248.204,247.558,248.207,130.607,39.320,38.311,39.217,0.872,1.026,0.974,0.936
5723,processed,1302.146,64764.844,333.424,250.090,333.426,250.088,135.822,41.201,40.241,27.577,0.887,1.024,0.977,0.939
5724,processed,1358.152,64753.263,602.238,249.985,602.238,249.982,136.717,43.134,40.090,4.390,0.913,1.076,0.929,0.951
5725,processed,1551.841,64757.448,785.345,252.314,785.343,252.315,148.785,45.822,43.120,157.634,0.881,1.063,0.941,0.941
5726,processed,896.100,64879.333,153.628,248.265,153.630,248.265,119.281,37.847,30.146,25.001,0.791,1.255,0.797,0.897
5727,processed,480.721,64900.194,1476.013,246.539,1476.013,246.539,109.745,31.486,19.439,109.289,0.502,1.620,0.617,0.723
5728,processed,11.668,64957.000,1526.236,234.794,1526.236,234.794,11.697,4.803,3.093,71.565,1.000,1.553,0.644,0.909
5729,processed,851.762,64889.953,68.845,251.522,68.844,251.522,115.855,37.202,29.152,138.720,0.797,1.276,0.784,0.908
5730,processed,1040.783,64856.215,1432.402,259.392,1432.401,259.389,131.131,39.598,33.465,120.392,0.761,1.183,0.845,0.873
5731,processed,968.442,64854.046,1342.886,264.334,1342.890,264.334,132.243,36.168,34.092,139.208,0.696,1.061,0.943,0.827
5732,processed,114.346,64890.327,1375.458,251.697,1375.457,251.696,39.040,12.809,11.366,99.007,0.943,1.127,0.887,0.899
5733,processed,1204.135,64804.924,469.640,270.461,469.639,270.460,131.502,41.736,36.735,125.586,0.875,1.136,0.880,0.926
5734,processed,1288.144,64783.813,1176.285,270.061,1176.288,270.060,136.717,41.395,39.621,108.495,0.866,1.045,0.957,0.935
5735,processed,1281.144,64775.279,1262.595,269.818,1262.590,269.816,137.983,41.718,39.101,123.745,0.846,1.067,0.937,0.927
5736,processed,1381.488,64771.182,290.974,272.810,290.969,272.811,151.993,45.608,38.567,72.568,0.751,1.183,0.846,0.910
5737,processed,1355.819,64771.883,378.155,270.604,378.154,270.605,135.822,42.177,40.929,5.382,0.924,1.030,0.970,0.949
5738,processed,1449.162,64714.725,557.857,272.956,557.857,272.956,145.512,45.439,40.607,149.562,0.860,1.119,0.894,0.946
5739,processed,1260.141,64767.598,651.054,271.705,651.049,271.704,134.557,41.794,38.390,151.187,0.875,1.089,0.919,0.933
5740,processed,1605.513,64693.081,1005.854,274.253,1005.856,274.252,151.099,46.621,43.847,114.431,0.884,1.063,0.941,0.948
5741,processed,1232.138,64723.884,1091.446,271.487,1091.442,271.490,130.083,40.641,38.602,161.993,0.915,1.053,0.950,0.945
5742,processed,16.335,64936.286,1463.778,254.347,1463.779,254.347,12.962,4.715,4.411,90.000,1.000,1.069,0.936,0.875
5743,processed,1145.795,64819.122,202.853,274.405,202.852,274.404,134.928,40.329,36.174,146.400,0.791,1.115,0.897,0.893
5744,processed,1341.817,64805.137,739.378,274.405,739.381,274.404,140.514,42.262,40.425,15.312,0.854,1.045,0.957,0.930
5745,processed,3246.030,64695.896,940.851,288.869,940.846,288.867,300.254,100.443,41.148,150.295,0.452,2.441,0.410,0.793
5746,processed,1199.468,64725.249,828.848,276.325,828.850,276.325,129.558,39.801,38.372,144.029,0.898,1.037,0.964,0.938
5747,processed,11.668,64961.400,50.564,260.152,50.564,260.152,11.697,4.803,3.093,108.435,1.000,1.553,0.644,0.909
5748,processed,1122.459,64848.395,109.475,278.478,109.470,278.477,131.502,40.862,34.975,6.457,0.816,1.168,0.856,0.909
5749,processed,1003.446,64889.784,22.033,279.006,22.034,279.005,146.100,41.124,31.067,61.113,0.591,1.324,0.755,0.857
5750,processed,1222.804,64859.439,1393.709,287.025,1393.710,287.024,131.872,41.389,37.616,168.101,0.884,1.100,0.909,0.930
5751,processed,1085.122,64829.645,1218.710,290.662,1218.712,290.665,128.817,38.825,35.586,135.465,0.822,1.091,0.917,0.909
5752,processed,1122.459,64883.335,1472.421,289.498,1472.419,289.501,136.193,38.572,37.051,148.652,0.760,1.041,0.961,0.902
5753,processed,1337.150,64738.054,1135.267,294.836,1135.268,294.840,135.822,42.461,40.096,143.566,0.911,1.059,0.944,0.944
5754,processed,1066.453,64850.950,1304.441,291.812,1304.443,291.815,125.391,38.089,35.649,118.364,0.852,1.068,0.936,0.922
5755,processed,1500.501,64813.420,427.967,296.800,427.967,296.802,143.569,44.405,43.024,132.316,0.915,1.032,0.969,0.950
5756,processed,1428.160,64759.417,246.432,297.899,246.435,297.897,139.773,43.843,41.475,137.174,0.919,1.057,0.946,0.955
5757,processed,1281.144,64762.475,606.908,297.668,606.911,297.667,136.193,41.816,39.009,166.840,0.868,1.072,0.933,0.922
5758,processed,1640.517,64767.566,337.262,300.421,337.259,300.420,154.524,46.877,44.559,167.380,0.863,1.052,0.951,0.941
5759,processed,1453.830,64731.376,1051.262,298.641,1051.262,298.639,144.093,43.259,42.790,142.176,0.880,1.011,0.989,0.945
5760,processed,1246.140,64769.185,695.646,300.951,695.646,300.948,135.822,41.564,38.173,105.017,0.849,1.089,0.918,0.929
5761,processed,1565.842,64706.313,875.079,302.070,875.076,302.066,148.043,46.084,43.262,151.061,0.898,1.065,0.939,0.947
5762,processed,1127.126,64841.876,67.030,299.666,67.027,299.670,129.341,38.661,37.121,163.925,0.847,1.041,0.960,0.932
5763,processed,686.077,64896.786,160.009,295.743,160.010,295.743,121.071,30.923,28.249,11.596,0.588,1.095,0.914,0.821
5764,processed,1486.500,64756.692,787.618,302.116,787.613,302.114,142.828,45.217,41.858,120.497,0.916,1.080,0.926,0.965
5765,processed,1129.460,64875.250,1515.788,306.396,1515.786,306.396,141.779,40.017,35.937,20.241,0.706,1.114,0.898,0.871
5766,processed,1260.141,64840.709,1351.667,313.129,1351.667,313.126,134.557,41.324,38.826,147.763,0.875,1.064,0.940,0.916
5767,processed,1222.804,64800.193,1179.461,316.924,1179.465,316.925,135.452,41.321,37.679,150.104,0.838,1.097,0.912,0.916
5768,processed,1565.842,64745.033,558.654,322.958,558.654,322.955,147.148,45.391,43.922,18.777,0.909,1.033,0.968,0.948
5769,processed,1334.816,64781.745,649.587,321.447,649.588,321.445,136.564,42.091,40.377,102.755,0.899,1.042,0.959,0.943
5770,processed,1563.508,64714.260,1007.956,324.227,1007.951,324.227,149.680,45.828,43.439,121.687,0.877,1.055,0.948,0.940
5771,processed,1453.830,64735.933,1094.715,321.346,1094.717,321.346,144.835,45.055,41.084,166.668,0.871,1.097,0.912,0.938
